Access to Benefits,Income Stability,Job Flexibility,Financial Resilience,Income Adequacy,Economic Security Index
0.0,0,,11.0,0.0,
100.0,0,,66.66666666666667,100.0,
100.0,50,100.0,22.333333333333332,0.0,35.70133333333334
0.0,100,,0.0,,
0.0,0,,11.0,0.0,
50.0,100,100.0,50.0,,
0.0,100,50.0,11.0,,
50.0,100,100.0,100.0,,
50.0,100,100.0,22.333333333333332,,
0.0,100,,22.333333333333332,,
100.0,100,75.0,33.333333333333336,,
0.0,100,,33.333333333333336,,
50.0,50,,66.5,0.0,
50.0,100,,0.0,,
100.0,100,,100.0,,
50.0,0,50.0,100.0,100.0,75.0
0.0,100,50.0,11.0,,
0.0,100,,22.333333333333332,,
0.0,100,,0.0,,
0.0,100,,44.333333333333336,,
50.0,100,,100.0,,
100.0,100,75.0,100.0,,
50.0,50,100.0,100.0,100.0,87.5
0.0,50,,44.333333333333336,0.0,
0.0,100,,100.0,,
50.0,50,25.0,11.0,100.0,67.182
50.0,100,50.0,83.5,,
100.0,100,,83.5,,
100.0,100,,100.0,,
0.0,50,75.0,83.5,100.0,75.302
50.0,100,,11.0,,
0.0,100,,83.5,,
0.0,100,50.0,83.5,,
100.0,50,,83.5,100.0,
100.0,50,75.0,100.0,100.0,90.95
50.0,100,100.0,22.333333333333332,,
0.0,100,,66.5,,
50.0,50,,100.0,100.0,
50.0,100,100.0,22.333333333333332,,
0.0,50,,22.333333333333332,100.0,
0.0,100,,11.0,,
50.0,50,100.0,100.0,100.0,87.5
50.0,100,100.0,83.5,,
0.0,100,75.0,83.5,,
0.0,100,,11.0,,
0.0,100,,11.0,,
50.0,50,,11.0,0.0,
0.0,0,,44.333333333333336,100.0,
50.0,0,,83.5,100.0,
0.0,100,75.0,0.0,,
0.0,100,,83.5,,
0.0,100,,83.5,,
0.0,0,,0.0,0.0,
100.0,100,,83.5,,
50.0,50,,0.0,0.0,
0.0,0,,11.0,0.0,
50.0,100,100.0,55.666666666666664,,
0.0,100,50.0,55.666666666666664,,
0.0,50,,83.5,100.0,
100.0,50,75.0,100.0,100.0,90.95
0.0,100,75.0,83.5,,
0.0,100,,11.0,,
50.0,100,,100.0,,
0.0,100,50.0,22.333333333333332,,
100.0,100,75.0,100.0,,
100.0,100,75.0,100.0,,
100.0,100,,33.333333333333336,,
0.0,100,,0.0,,
50.0,50,25.0,66.66666666666667,100.0,73.41666666666667
50.0,100,75.0,83.5,,
0.0,100,0.0,11.0,,
0.0,50,,11.0,0.0,
0.0,50,75.0,55.666666666666664,0.0,22.18466666666667
100.0,100,75.0,66.66666666666667,,
0.0,50,,11.0,0.0,
0.0,100,,0.0,,
0.0,100,75.0,11.0,,
0.0,0,,0.0,0.0,
50.0,0,100.0,11.0,0.0,21.932000000000002
50.0,0,,83.5,100.0,
50.0,50,,83.5,100.0,
50.0,50,,11.0,0.0,
0.0,50,50.0,22.333333333333332,0.0,15.001333333333333
50.0,100,50.0,100.0,,
100.0,0,,44.333333333333336,0.0,
100.0,50,,50.0,0.0,
0.0,100,100.0,83.5,,
0.0,0,,55.666666666666664,0.0,
0.0,100,,100.0,,
0.0,100,,66.66666666666667,,
0.0,100,,11.0,,
0.0,0,,100.0,100.0,
0.0,100,,100.0,,
0.0,100,75.0,66.66666666666667,,
50.0,100,,66.66666666666667,,
50.0,50,50.0,100.0,100.0,80.6
0.0,50,0.0,11.0,100.0,56.832
50.0,50,0.0,100.0,100.0,73.7
0.0,50,75.0,22.333333333333332,0.0,18.451333333333338
0.0,100,,0.0,,
50.0,100,75.0,0.0,,
100.0,0,25.0,44.333333333333336,100.0,72.21533333333333
0.0,100,,0.0,,
0.0,100,,33.333333333333336,,
50.0,50,,11.0,0.0,
100.0,100,,22.333333333333332,,
0.0,100,,0.0,,
50.0,50,75.0,22.333333333333332,0.0,25.351333333333336
50.0,100,75.0,22.333333333333332,,
0.0,0,,22.333333333333332,0.0,
50.0,100,75.0,83.5,,
0.0,100,,22.333333333333332,,
0.0,100,0.0,33.333333333333336,,
100.0,100,50.0,44.333333333333336,,
50.0,100,,83.5,,
0.0,100,,83.5,,
50.0,100,,100.0,,
0.0,0,75.0,55.666666666666664,100.0,66.58466666666666
100.0,100,,11.0,,
0.0,100,,66.5,,
0.0,100,,22.333333333333332,,
0.0,100,,0.0,,
100.0,50,100.0,83.5,100.0,92.552
0.0,0,,11.0,0.0,
50.0,0,,0.0,0.0,
0.0,0,,22.333333333333332,100.0,
100.0,50,,66.66666666666667,100.0,
100.0,100,,100.0,,
0.0,100,,11.0,,
0.0,100,,0.0,,
100.0,100,75.0,11.0,,
50.0,100,50.0,11.0,,
0.0,0,0.0,0.0,0.0,0.0
50.0,100,,66.66666666666667,,
100.0,100,50.0,83.5,,
50.0,100,50.0,66.5,,
50.0,50,,66.5,100.0,
50.0,100,75.0,83.5,,
50.0,100,,83.5,,
50.0,0,75.0,100.0,100.0,78.45
0.0,100,,0.0,,
50.0,100,,100.0,,
50.0,100,75.0,66.5,,
50.0,0,75.0,66.5,0.0,24.698
50.0,100,50.0,100.0,,
50.0,100,,55.666666666666664,,
0.0,100,,22.333333333333332,,
50.0,100,100.0,100.0,,
50.0,50,75.0,83.5,100.0,82.202
0.0,50,,100.0,0.0,
50.0,50,50.0,44.333333333333336,100.0,74.36533333333333
0.0,100,,0.0,,
0.0,100,0.0,11.0,,
0.0,100,,11.0,,
0.0,50,,33.333333333333336,100.0,
0.0,0,,0.0,100.0,
0.0,50,0.0,0.0,0.0,5.6000000000000005
0.0,0,50.0,66.66666666666667,0.0,14.366666666666667
50.0,0,25.0,22.333333333333332,100.0,62.851333333333336
50.0,100,,100.0,,
0.0,100,75.0,83.5,,
0.0,100,50.0,83.5,,
50.0,100,,83.5,,
50.0,100,,66.66666666666667,,
100.0,100,50.0,100.0,,
0.0,0,,11.0,0.0,
0.0,100,,100.0,,
100.0,100,100.0,100.0,,
50.0,100,,100.0,,
0.0,100,100.0,44.333333333333336,,
0.0,0,,0.0,0.0,
0.0,100,0.0,83.5,,
100.0,100,25.0,0.0,,
0.0,100,50.0,33.333333333333336,,
0.0,50,25.0,11.0,0.0,10.282
0.0,100,,22.333333333333332,,
0.0,100,,33.333333333333336,,
50.0,100,50.0,55.666666666666664,,
50.0,100,,22.333333333333332,,
0.0,50,,83.5,100.0,
50.0,100,50.0,83.5,,
0.0,100,,66.66666666666667,,
100.0,50,,11.0,0.0,
50.0,100,75.0,83.5,,
100.0,100,75.0,0.0,,
0.0,100,,55.666666666666664,,
50.0,100,50.0,0.0,,
50.0,100,,0.0,,
50.0,50,0.0,11.0,0.0,13.732
0.0,100,100.0,22.333333333333332,,
100.0,50,75.0,83.5,100.0,89.102
100.0,50,50.0,83.5,100.0,85.652
0.0,100,25.0,11.0,,
50.0,50,50.0,83.5,100.0,78.752
0.0,100,,11.0,,
0.0,100,,0.0,,
50.0,100,75.0,83.5,,
0.0,100,,83.5,,
0.0,100,,100.0,,
50.0,100,75.0,100.0,,
50.0,100,75.0,100.0,,
100.0,50,100.0,83.5,100.0,92.552
0.0,100,100.0,55.666666666666664,,
50.0,50,75.0,0.0,0.0,22.85
50.0,50,50.0,22.333333333333332,100.0,71.90133333333333
0.0,50,,0.0,0.0,
50.0,50,0.0,0.0,0.0,12.5
50.0,100,,100.0,,
100.0,100,,100.0,,
0.0,100,25.0,11.0,,
100.0,100,0.0,100.0,,
0.0,0,0.0,0.0,0.0,0.0
0.0,100,,11.0,,
0.0,100,,11.0,,
0.0,100,,0.0,,
50.0,100,,55.666666666666664,,
50.0,100,75.0,83.5,,
0.0,50,50.0,50.0,0.0,18.1
0.0,100,,0.0,,
50.0,50,,44.333333333333336,100.0,
0.0,50,,11.0,0.0,
0.0,0,25.0,44.333333333333336,100.0,58.415333333333336
50.0,0,50.0,66.66666666666667,100.0,71.26666666666667
0.0,50,,44.333333333333336,100.0,
0.0,50,,11.0,100.0,
0.0,0,25.0,0.0,0.0,3.45
50.0,50,50.0,22.333333333333332,100.0,71.90133333333333
0.0,100,,11.0,,
100.0,100,50.0,83.5,,
100.0,50,25.0,100.0,100.0,84.05000000000001
0.0,100,,44.333333333333336,,
100.0,50,75.0,83.5,100.0,89.102
0.0,0,,11.0,0.0,
50.0,100,25.0,22.333333333333332,,
0.0,50,75.0,11.0,0.0,17.182000000000002
100.0,100,,100.0,,
50.0,100,,0.0,,
50.0,100,100.0,0.0,,
0.0,100,75.0,11.0,,
0.0,100,,66.5,,
0.0,100,,83.5,,
50.0,100,,11.0,,
0.0,50,,22.333333333333332,0.0,
50.0,100,50.0,83.5,,
100.0,100,100.0,83.5,,
0.0,100,75.0,83.5,,
0.0,100,,22.333333333333332,,
50.0,100,,83.5,,
0.0,0,,66.5,0.0,
0.0,50,50.0,100.0,100.0,73.7
50.0,50,75.0,33.333333333333336,0.0,26.583333333333336
50.0,100,,100.0,,
100.0,100,,83.5,,
100.0,100,100.0,83.5,,
50.0,50,50.0,66.5,0.0,26.848
50.0,100,0.0,55.666666666666664,,
50.0,100,25.0,11.0,,
50.0,100,100.0,100.0,,
50.0,0,50.0,22.333333333333332,100.0,66.30133333333333
0.0,100,,11.0,,
100.0,100,100.0,22.333333333333332,,
0.0,50,25.0,22.333333333333332,100.0,61.55133333333333
50.0,50,50.0,44.333333333333336,0.0,24.365333333333332
0.0,100,,44.333333333333336,,
50.0,100,,100.0,,
50.0,100,50.0,83.5,,
0.0,100,50.0,66.66666666666667,,
0.0,100,,22.333333333333332,,
50.0,50,,44.333333333333336,0.0,
50.0,100,50.0,83.5,,
0.0,50,,66.66666666666667,100.0,
100.0,100,75.0,100.0,,
100.0,50,50.0,50.0,0.0,31.900000000000006
0.0,100,,55.666666666666664,,
100.0,100,25.0,55.666666666666664,,
100.0,50,,100.0,100.0,
50.0,50,75.0,55.666666666666664,0.0,29.084666666666667
0.0,0,,33.333333333333336,100.0,
0.0,50,50.0,55.666666666666664,100.0,68.73466666666667
0.0,0,100.0,0.0,0.0,13.8
100.0,100,,83.5,,
0.0,100,50.0,22.333333333333332,,
0.0,50,,22.333333333333332,100.0,
50.0,100,50.0,83.5,,
50.0,100,50.0,100.0,,
0.0,0,,50.0,0.0,
0.0,100,,22.333333333333332,,
50.0,50,75.0,22.333333333333332,0.0,25.351333333333336
100.0,100,50.0,55.666666666666664,,
0.0,100,50.0,22.333333333333332,,
0.0,50,100.0,0.0,0.0,19.400000000000002
50.0,100,,11.0,,
0.0,50,50.0,22.333333333333332,100.0,65.00133333333333
50.0,50,75.0,11.0,0.0,24.082
0.0,0,,0.0,0.0,
0.0,50,,11.0,0.0,
50.0,100,,83.5,,
0.0,50,,33.333333333333336,100.0,
0.0,0,0.0,0.0,0.0,0.0
50.0,100,,100.0,,
50.0,100,,33.333333333333336,,
50.0,100,50.0,22.333333333333332,,
0.0,100,,11.0,,
0.0,100,50.0,11.0,,
50.0,100,100.0,66.66666666666667,,
0.0,50,,83.5,100.0,
50.0,100,0.0,83.5,,
0.0,0,,0.0,100.0,
0.0,0,,0.0,0.0,
0.0,100,,83.5,,
0.0,100,,44.333333333333336,,
0.0,50,,66.66666666666667,100.0,
0.0,100,,0.0,,
0.0,50,,83.5,0.0,
50.0,100,0.0,22.333333333333332,,
0.0,100,,33.333333333333336,,
50.0,50,,22.333333333333332,0.0,
0.0,0,,11.0,100.0,
0.0,0,,33.333333333333336,0.0,
0.0,0,100.0,66.66666666666667,100.0,71.26666666666667
50.0,100,,83.5,,
0.0,0,25.0,11.0,0.0,4.682
50.0,100,0.0,11.0,,
0.0,100,,0.0,,
0.0,100,,22.333333333333332,,
0.0,100,100.0,11.0,,
50.0,50,75.0,11.0,0.0,24.082
0.0,50,,0.0,0.0,
0.0,100,,11.0,,
0.0,50,75.0,83.5,0.0,25.302000000000003
0.0,0,,33.333333333333336,0.0,
0.0,50,,55.666666666666664,100.0,
100.0,100,75.0,83.5,,
0.0,100,,11.0,,
100.0,100,75.0,22.333333333333332,,
0.0,50,50.0,11.0,0.0,13.732
0.0,0,,83.5,0.0,
100.0,100,75.0,22.333333333333332,,
0.0,0,,11.0,0.0,
100.0,50,,100.0,100.0,
50.0,100,75.0,100.0,,
0.0,0,75.0,11.0,100.0,61.582
0.0,100,,0.0,,
0.0,50,75.0,44.333333333333336,0.0,20.915333333333336
0.0,100,0.0,66.5,,
0.0,100,,11.0,,
0.0,100,,83.5,,
50.0,50,100.0,11.0,0.0,27.532
0.0,50,75.0,11.0,100.0,67.182
0.0,100,50.0,66.5,,
50.0,100,100.0,44.333333333333336,,
100.0,100,100.0,55.666666666666664,,
0.0,100,,66.66666666666667,,
0.0,100,,100.0,,
50.0,100,25.0,83.5,,
0.0,100,,0.0,,
0.0,100,100.0,66.5,,
100.0,50,,66.66666666666667,100.0,
100.0,100,,100.0,,
0.0,50,50.0,11.0,0.0,13.732
50.0,100,50.0,22.333333333333332,,
0.0,0,,22.333333333333332,100.0,
50.0,0,,66.5,0.0,
0.0,100,,0.0,,
0.0,100,75.0,11.0,,
0.0,100,,22.333333333333332,,
50.0,100,,83.5,,
0.0,50,,0.0,0.0,
50.0,100,,83.5,,
0.0,0,,66.5,100.0,
50.0,100,50.0,55.666666666666664,,
0.0,100,,44.333333333333336,,
0.0,100,,0.0,,
50.0,50,,50.0,0.0,
50.0,100,,83.5,,
50.0,100,50.0,55.666666666666664,,
0.0,50,,33.333333333333336,100.0,
50.0,100,75.0,0.0,,
0.0,100,,100.0,,
0.0,100,25.0,100.0,,
50.0,100,,11.0,,
50.0,50,100.0,44.333333333333336,0.0,31.265333333333334
0.0,100,100.0,22.333333333333332,,
100.0,100,,100.0,,
0.0,100,50.0,44.333333333333336,,
0.0,100,,55.666666666666664,,
50.0,0,25.0,44.333333333333336,0.0,15.315333333333335
0.0,100,,0.0,,
0.0,100,,0.0,,
0.0,100,0.0,33.333333333333336,,
0.0,50,25.0,55.666666666666664,100.0,65.28466666666667
0.0,100,,0.0,,
0.0,100,,55.666666666666664,,
100.0,100,50.0,83.5,,
100.0,100,0.0,22.333333333333332,,
0.0,50,,11.0,100.0,
0.0,50,0.0,0.0,100.0,55.6
100.0,100,,100.0,,
100.0,100,,83.5,,
0.0,100,,0.0,,
0.0,0,,55.666666666666664,100.0,
0.0,50,,100.0,100.0,
50.0,50,0.0,44.333333333333336,0.0,17.465333333333334
50.0,0,,11.0,0.0,
0.0,100,50.0,100.0,,
50.0,0,,44.333333333333336,100.0,
100.0,100,,22.333333333333332,,
100.0,100,50.0,22.333333333333332,,
50.0,100,75.0,22.333333333333332,,
50.0,100,,66.5,,
0.0,0,,83.5,100.0,
0.0,100,100.0,83.5,,
0.0,50,,11.0,0.0,
50.0,0,75.0,83.5,100.0,76.602
100.0,100,75.0,55.666666666666664,,
50.0,50,,66.5,100.0,
100.0,100,100.0,100.0,,
50.0,50,,44.333333333333336,0.0,
50.0,100,50.0,44.333333333333336,,
50.0,100,75.0,100.0,,
100.0,100,0.0,66.5,,
0.0,100,,83.5,,
0.0,0,75.0,50.0,0.0,15.950000000000003
0.0,50,75.0,83.5,100.0,75.302
50.0,100,25.0,100.0,,
50.0,100,50.0,83.5,,
50.0,0,,100.0,100.0,
50.0,100,,66.66666666666667,,
50.0,100,,100.0,,
100.0,50,75.0,0.0,0.0,29.750000000000004
50.0,50,50.0,55.666666666666664,100.0,75.63466666666666
0.0,100,,33.333333333333336,,
0.0,100,0.0,55.666666666666664,,
50.0,100,,83.5,,
50.0,100,50.0,100.0,,
50.0,100,25.0,55.666666666666664,,
50.0,100,75.0,100.0,,
50.0,100,,33.333333333333336,,
0.0,100,,66.5,,
50.0,100,75.0,100.0,,
50.0,100,100.0,83.5,,
0.0,100,,11.0,,
50.0,100,,100.0,,
50.0,100,,100.0,,
0.0,100,,11.0,,
100.0,100,,0.0,,
50.0,50,75.0,44.333333333333336,0.0,27.815333333333335
50.0,0,50.0,11.0,0.0,15.032
100.0,100,50.0,44.333333333333336,,
50.0,50,,100.0,100.0,
50.0,50,75.0,22.333333333333332,100.0,75.35133333333334
0.0,50,,83.5,100.0,
50.0,100,,55.666666666666664,,
0.0,100,50.0,22.333333333333332,,
50.0,100,100.0,100.0,,
100.0,100,75.0,100.0,,
50.0,100,,100.0,,
100.0,50,25.0,50.0,0.0,28.450000000000003
0.0,50,,83.5,0.0,
100.0,50,50.0,66.5,0.0,33.748000000000005
0.0,100,,44.333333333333336,,
50.0,100,75.0,22.333333333333332,,
0.0,100,100.0,83.5,,
50.0,100,50.0,55.666666666666664,,
50.0,50,0.0,11.0,0.0,13.732
0.0,100,,22.333333333333332,,
100.0,0,100.0,100.0,100.0,88.80000000000001
0.0,50,,0.0,0.0,
100.0,100,100.0,11.0,,
0.0,100,,11.0,,
50.0,50,50.0,55.666666666666664,100.0,75.63466666666666
0.0,50,50.0,22.333333333333332,0.0,15.001333333333333
0.0,100,,33.333333333333336,,
0.0,100,75.0,11.0,,
50.0,50,0.0,33.333333333333336,0.0,16.233333333333334
50.0,100,100.0,33.333333333333336,,
50.0,100,25.0,83.5,,
0.0,100,,11.0,,
0.0,100,,0.0,,
50.0,50,75.0,100.0,100.0,84.05000000000001
50.0,50,75.0,100.0,100.0,84.05000000000001
100.0,100,75.0,66.5,,
50.0,50,100.0,66.5,0.0,33.748000000000005
0.0,50,75.0,83.5,100.0,75.302
100.0,100,50.0,22.333333333333332,,
0.0,100,,22.333333333333332,,
0.0,100,,11.0,,
0.0,100,,100.0,,
50.0,100,75.0,11.0,,
50.0,100,75.0,55.666666666666664,,
0.0,0,,0.0,0.0,
50.0,100,,66.5,,
0.0,50,,66.66666666666667,100.0,
100.0,50,75.0,0.0,0.0,29.750000000000004
50.0,100,50.0,100.0,,
0.0,50,75.0,66.5,100.0,73.398
0.0,50,25.0,11.0,100.0,60.282
50.0,100,,100.0,,
0.0,0,,22.333333333333332,100.0,
50.0,0,100.0,100.0,100.0,81.9
0.0,100,,100.0,,
50.0,100,50.0,33.333333333333336,,
100.0,100,75.0,100.0,,
100.0,100,,83.5,,
0.0,50,75.0,0.0,0.0,15.950000000000003
50.0,100,50.0,100.0,,
0.0,100,100.0,22.333333333333332,,
100.0,100,100.0,66.66666666666667,,
50.0,100,100.0,83.5,,
0.0,0,,11.0,0.0,
50.0,100,,83.5,,
50.0,50,50.0,100.0,100.0,80.6
0.0,100,,11.0,,
0.0,0,50.0,0.0,0.0,6.9
0.0,0,,22.333333333333332,100.0,
0.0,0,,11.0,0.0,
0.0,0,,11.0,100.0,
100.0,100,75.0,100.0,,
0.0,50,,11.0,100.0,
50.0,100,,100.0,,
100.0,100,75.0,66.66666666666667,,
0.0,0,,0.0,0.0,
100.0,100,100.0,55.666666666666664,,
0.0,0,,0.0,0.0,
50.0,100,50.0,66.5,,
100.0,0,,83.5,100.0,
0.0,50,,11.0,0.0,
0.0,50,,22.333333333333332,100.0,
100.0,100,,83.5,,
0.0,50,,66.66666666666667,100.0,
0.0,100,,11.0,,
0.0,0,,11.0,0.0,
0.0,50,75.0,83.5,100.0,75.302
0.0,100,,0.0,,
50.0,100,,11.0,,
0.0,100,,11.0,,
0.0,50,,22.333333333333332,100.0,
0.0,0,,0.0,100.0,
0.0,100,,0.0,,
0.0,100,,22.333333333333332,,
0.0,100,,66.66666666666667,,
50.0,100,0.0,83.5,,
50.0,100,25.0,22.333333333333332,,
0.0,100,,11.0,,
100.0,100,25.0,0.0,,
0.0,100,,33.333333333333336,,
0.0,100,,22.333333333333332,,
100.0,100,100.0,83.5,,
100.0,100,,100.0,,
0.0,100,,11.0,,
0.0,0,25.0,11.0,0.0,4.682
50.0,100,100.0,22.333333333333332,,
0.0,100,,11.0,,
0.0,100,,11.0,,
0.0,50,100.0,83.5,100.0,78.75200000000001
0.0,0,,33.333333333333336,100.0,
0.0,0,50.0,0.0,0.0,6.9
50.0,100,50.0,83.5,,
50.0,50,,83.5,100.0,
100.0,50,50.0,83.5,100.0,85.652
50.0,50,,22.333333333333332,100.0,
0.0,100,0.0,100.0,,
50.0,100,75.0,11.0,,
0.0,100,,22.333333333333332,,
50.0,0,,11.0,0.0,
0.0,100,,0.0,,
50.0,0,,83.5,100.0,
50.0,100,0.0,100.0,,
0.0,100,,11.0,,
0.0,100,50.0,22.333333333333332,,
0.0,100,50.0,22.333333333333332,,
50.0,100,50.0,55.666666666666664,,
0.0,100,,11.0,,
100.0,50,,50.0,0.0,
0.0,100,75.0,11.0,,
100.0,100,100.0,100.0,,
0.0,100,,55.666666666666664,,
0.0,50,,66.5,100.0,
0.0,50,,11.0,100.0,
0.0,50,,33.333333333333336,0.0,
0.0,100,0.0,22.333333333333332,,
0.0,100,,11.0,,
0.0,50,50.0,11.0,100.0,63.732
0.0,100,50.0,11.0,,
0.0,100,,22.333333333333332,,
0.0,100,,0.0,,
0.0,50,,22.333333333333332,100.0,
100.0,100,75.0,66.5,,
50.0,100,,100.0,,
100.0,0,100.0,22.333333333333332,100.0,80.10133333333334
0.0,100,,11.0,,
50.0,100,,33.333333333333336,,
0.0,0,,0.0,0.0,
50.0,100,,66.5,,
0.0,50,,44.333333333333336,0.0,
0.0,50,,22.333333333333332,100.0,
100.0,100,0.0,50.0,,
0.0,50,,11.0,100.0,
0.0,50,,33.333333333333336,100.0,
0.0,0,,0.0,0.0,
0.0,100,,0.0,,
0.0,100,,0.0,,
0.0,100,,11.0,,
0.0,50,,83.5,100.0,
0.0,100,,83.5,,
50.0,100,75.0,83.5,,
100.0,100,0.0,66.5,,
0.0,50,50.0,33.333333333333336,100.0,66.23333333333333
50.0,50,,55.666666666666664,100.0,
50.0,0,100.0,100.0,100.0,81.9
0.0,50,,0.0,100.0,
50.0,50,,83.5,100.0,
50.0,100,50.0,0.0,,
50.0,0,0.0,55.666666666666664,0.0,13.134666666666668
0.0,50,,66.5,0.0,
0.0,100,,22.333333333333332,,
0.0,100,,0.0,,
50.0,50,50.0,100.0,100.0,80.6
50.0,100,50.0,11.0,,
0.0,100,,22.333333333333332,,
0.0,100,,33.333333333333336,,
0.0,100,,11.0,,
0.0,100,100.0,100.0,,
50.0,0,0.0,22.333333333333332,100.0,59.40133333333333
0.0,100,,11.0,,
0.0,50,75.0,83.5,100.0,75.302
0.0,100,25.0,66.5,,
0.0,0,,44.333333333333336,0.0,
0.0,100,,11.0,,
50.0,100,,83.5,,
50.0,50,50.0,44.333333333333336,0.0,24.365333333333332
0.0,0,,44.333333333333336,100.0,
0.0,100,,11.0,,
0.0,100,,11.0,,
0.0,100,,11.0,,
0.0,100,0.0,100.0,,
0.0,100,75.0,55.666666666666664,,
0.0,50,25.0,66.66666666666667,0.0,16.51666666666667
50.0,100,100.0,66.66666666666667,,
50.0,50,75.0,83.5,100.0,82.202
50.0,100,50.0,83.5,,
50.0,100,100.0,83.5,,
0.0,50,,66.5,100.0,
0.0,100,,0.0,,
0.0,100,,11.0,,
50.0,100,75.0,66.66666666666667,,
0.0,0,,11.0,0.0,
0.0,0,,22.333333333333332,100.0,
50.0,50,25.0,66.66666666666667,100.0,73.41666666666667
50.0,100,75.0,100.0,,
50.0,100,50.0,100.0,,
0.0,50,,55.666666666666664,100.0,
0.0,100,,33.333333333333336,,
0.0,50,,11.0,0.0,
50.0,50,25.0,11.0,0.0,17.182
0.0,100,50.0,55.666666666666664,,
0.0,50,,0.0,100.0,
100.0,100,75.0,66.5,,
0.0,50,,22.333333333333332,100.0,
0.0,100,,44.333333333333336,,
0.0,100,,22.333333333333332,,
100.0,100,50.0,83.5,,
0.0,100,,11.0,,
50.0,100,100.0,83.5,,
50.0,50,50.0,55.666666666666664,100.0,75.63466666666666
50.0,100,75.0,83.5,,
100.0,100,75.0,0.0,,
50.0,50,50.0,66.66666666666667,100.0,76.86666666666667
100.0,100,75.0,11.0,,
0.0,50,,83.5,0.0,
0.0,0,,66.5,0.0,
50.0,100,50.0,100.0,,
50.0,100,50.0,83.5,,
0.0,100,0.0,33.333333333333336,,
50.0,100,50.0,100.0,,
100.0,100,,100.0,,
50.0,0,50.0,100.0,100.0,75.0
50.0,100,,83.5,,
0.0,50,50.0,100.0,0.0,23.700000000000003
50.0,100,,66.66666666666667,,
50.0,100,,100.0,,
100.0,100,,83.5,,
100.0,100,100.0,83.5,,
100.0,100,,83.5,,
100.0,50,25.0,44.333333333333336,0.0,27.815333333333335
50.0,100,100.0,33.333333333333336,,
50.0,50,50.0,11.0,0.0,20.631999999999998
100.0,100,,100.0,,
50.0,100,75.0,100.0,,
100.0,100,100.0,11.0,,
50.0,50,25.0,100.0,100.0,77.15
0.0,100,,11.0,,
0.0,50,,11.0,100.0,
100.0,100,,44.333333333333336,,
100.0,100,100.0,83.5,,
0.0,100,,22.333333333333332,,
0.0,50,,11.0,0.0,
50.0,100,,83.5,,
50.0,100,,55.666666666666664,,
50.0,100,100.0,22.333333333333332,,
50.0,100,75.0,83.5,,
50.0,100,,22.333333333333332,,
100.0,100,75.0,100.0,,
50.0,100,,11.0,,
0.0,0,100.0,50.0,0.0,19.400000000000002
50.0,100,75.0,100.0,,
0.0,0,,0.0,0.0,
50.0,100,75.0,22.333333333333332,,
100.0,100,,22.333333333333332,,
100.0,100,75.0,100.0,,
50.0,100,,0.0,,
0.0,100,25.0,22.333333333333332,,
0.0,50,100.0,11.0,0.0,20.632
50.0,100,50.0,83.5,,
0.0,100,,22.333333333333332,,
50.0,100,25.0,55.666666666666664,,
50.0,100,75.0,100.0,,
100.0,100,,100.0,,
0.0,100,0.0,11.0,,
50.0,100,75.0,100.0,,
50.0,0,75.0,100.0,100.0,78.45
0.0,100,,0.0,,
0.0,50,,100.0,100.0,
0.0,50,,55.666666666666664,0.0,
50.0,50,25.0,55.666666666666664,100.0,72.18466666666666
0.0,100,,100.0,,
100.0,100,25.0,11.0,,
50.0,50,100.0,22.333333333333332,0.0,28.801333333333332
50.0,50,,100.0,100.0,
0.0,100,,100.0,,
100.0,100,,100.0,,
50.0,100,,55.666666666666664,,
50.0,100,50.0,44.333333333333336,,
0.0,100,,100.0,,
0.0,50,,44.333333333333336,0.0,
0.0,100,0.0,44.333333333333336,,
100.0,50,,83.5,100.0,
50.0,50,50.0,11.0,0.0,20.631999999999998
0.0,100,50.0,50.0,,
50.0,100,50.0,22.333333333333332,,
0.0,50,75.0,83.5,100.0,75.302
0.0,100,,0.0,,
50.0,100,75.0,83.5,,
50.0,100,75.0,83.5,,
50.0,100,,50.0,,
50.0,0,,33.333333333333336,0.0,
50.0,100,75.0,100.0,,
100.0,100,100.0,100.0,,
50.0,100,75.0,83.5,,
50.0,50,,44.333333333333336,100.0,
0.0,100,,100.0,,
0.0,100,,0.0,,
0.0,100,50.0,66.5,,
0.0,50,,83.5,100.0,
0.0,100,,11.0,,
0.0,50,100.0,22.333333333333332,0.0,21.901333333333334
0.0,100,50.0,22.333333333333332,,
0.0,100,,83.5,,
50.0,100,50.0,11.0,,
50.0,50,25.0,83.5,100.0,75.30199999999999
100.0,100,,83.5,,
0.0,50,,11.0,0.0,
50.0,100,25.0,83.5,,
50.0,50,100.0,0.0,0.0,26.3
0.0,100,75.0,44.333333333333336,,
50.0,100,100.0,55.666666666666664,,
50.0,100,75.0,100.0,,
0.0,50,,11.0,0.0,
50.0,50,0.0,22.333333333333332,0.0,15.001333333333333
50.0,50,,22.333333333333332,100.0,
100.0,100,75.0,22.333333333333332,,
0.0,0,,44.333333333333336,0.0,
0.0,100,,11.0,,
0.0,100,75.0,66.5,,
50.0,100,75.0,100.0,,
0.0,100,,11.0,,
0.0,50,,100.0,100.0,
50.0,50,75.0,11.0,0.0,24.082
0.0,100,,33.333333333333336,,
50.0,100,,83.5,,
50.0,50,75.0,33.333333333333336,100.0,76.58333333333334
50.0,50,0.0,0.0,0.0,12.5
50.0,100,75.0,44.333333333333336,,
100.0,50,,44.333333333333336,0.0,
